Customer_ID,Marketing_Channel,Acquisition_Cost,Revenue_First_30_Days,Customer_Lifetime_Value,Churned,Signup_Date,Region,Device,Age,Industry,Is_Repeat_Buyer,Engagement_Score
CUST00546,Google Ads,61.94,296.83,652.2,0,2025-04-08,Midwest,Mobile,50,Manufacturing,0,59.97
CUST00547,Referral,23.08,278.48,818.91,0,2025-05-01,Midwest,Mobile,44,Retail,1,93.28
CUST00548,LinkedIn,73.5,340.53,748.01,0,2025-02-14,International,Mobile,59,Healthcare,0,52.62
CUST00549,Referral,11.61,254.82,879.76,0,2025-01-28,Midwest,Desktop,47,Consulting,1,61.15
CUST00550,Email Campaign,13.79,179.62,414.44,0,2024-11-19,Northeast,Mobile,64,Manufacturing,1,44.58
CUST00551,Google Ads,67.96,340.2,672.93,0,2025-02-01,South,Mobile,52,Retail,1,53.4
CUST00552,Google Ads,75.06,374.46,977.14,1,2025-04-23,Northeast,Mobile,39,Manufacturing,0,23.93
CUST00553,Email Campaign,20.96,149.13,401.69,0,2025-02-27,West,Mobile,45,Retail,1,35.72
CUST00554,LinkedIn,106.34,346.59,818.68,0,2024-11-18,Pacific,Desktop,58,Retail,0,67.09
CUST00555,Facebook Ads,44.54,307.65,636.05,0,2024-11-21,West,Tablet,23,Manufacturing,1,37.91
CUST00556,Referral,14.5,272.65,984.07,0,2025-02-21,South,Mobile,58,Logistics,0,63.12
CUST00557,Referral,15.74,303.56,762.6,0,2024-12-01,Pacific,Mobile,55,Retail,0,55.96
CUST00558,Facebook Ads,72.69,260.65,724.11,0,2024-12-10,Pacific,Mobile,37,Logistics,0,68.61
CUST00559,LinkedIn,77.02,261.16,798.51,0,2025-03-08,West,Mobile,43,Construction,1,54.98
CUST00560,Organic Search,24.0,287.71,545.56,0,2025-02-14,West,Mobile,36,Logistics,1,61.98
CUST00561,Google Ads,61.41,340.68,583.51,1,2025-02-10,West,Mobile,50,Healthcare,0,51.3
CUST00562,Organic Search,20.89,241.18,701.88,0,2025-04-30,South,Desktop,29,Healthcare,1,42.43
CUST00563,Google Ads,80.13,308.85,804.7,0,2025-02-24,West,Mobile,36,Consulting,0,61.03
CUST00564,Facebook Ads,33.51,317.58,691.18,0,2024-11-17,South,Mobile,46,Logistics,0,34.0
CUST00565,Referral,27.85,335.81,1010.56,0,2025-01-28,Pacific,Mobile,34,Consulting,1,73.83
CUST00566,LinkedIn,89.7,259.75,914.75,0,2025-03-03,Pacific,Desktop,53,Logistics,1,49.07
CUST00567,Facebook Ads,49.89,224.24,753.02,0,2024-12-28,Northeast,Mobile,51,Healthcare,1,69.97
CUST00568,Email Campaign,5.0,225.37,406.53,0,2024-12-09,South,Desktop,33,Retail,1,63.17
CUST00569,Email Campaign,6.03,134.39,550.27,1,2025-01-18,Pacific,Mobile,45,Logistics,0,24.78
CUST00570,Google Ads,73.23,296.95,800.02,0,2024-11-06,Northeast,Mobile,49,Healthcare,1,52.0
CUST00571,Referral,32.01,294.15,933.97,0,2025-04-27,Pacific,Mobile,47,Consulting,0,64.23
CUST00572,Email Campaign,9.49,303.88,603.62,0,2024-11-18,Midwest,Mobile,43,Consulting,1,83.03
CUST00573,LinkedIn,70.34,401.46,741.82,0,2025-03-26,Midwest,Mobile,64,Consulting,0,42.39
CUST00574,Organic Search,16.52,266.62,575.45,0,2024-11-17,South,Mobile,60,Consulting,1,49.05
CUST00575,Email Campaign,5.0,216.93,620.47,0,2025-03-12,Pacific,Mobile,27,Consulting,1,50.64
CUST00576,LinkedIn,74.55,396.15,806.09,0,2025-04-03,West,Desktop,44,Healthcare,1,38.9
CUST00577,LinkedIn,70.72,348.39,718.94,1,2024-11-07,International,Mobile,59,Manufacturing,0,3.96
CUST00578,Email Campaign,8.21,184.43,520.56,0,2025-04-15,South,Desktop,40,Construction,1,44.49
CUST00579,Organic Search,5.0,319.73,795.84,0,2024-11-20,International,Mobile,64,Manufacturing,1,60.77
CUST00580,LinkedIn,90.2,246.15,844.21,0,2025-04-16,International,Desktop,30,Consulting,1,78.32
CUST00581,Email Campaign,9.28,160.5,437.06,0,2024-12-01,Midwest,Desktop,27,Consulting,1,48.76
CUST00582,Referral,25.6,239.48,974.77,0,2025-04-28,Midwest,Mobile,45,Construction,1,74.23
CUST00583,Email Campaign,28.37,259.13,489.26,0,2024-12-22,West,Mobile,39,Construction,0,74.99
CUST00584,Facebook Ads,51.66,283.72,634.77,0,2024-11-17,Northeast,Mobile,30,Construction,1,46.18
CUST00585,Google Ads,51.87,247.07,951.2,1,2025-01-03,Midwest,Mobile,60,Healthcare,1,32.04
CUST00586,Referral,25.6,289.38,1000.44,0,2024-11-24,Midwest,Mobile,46,Retail,1,49.49
CUST00587,Referral,15.98,272.27,1092.62,0,2025-04-20,Pacific,Desktop,24,Manufacturing,1,44.28
CUST00588,Organic Search,28.98,212.61,616.57,0,2025-03-27,International,Mobile,40,Retail,1,71.46
CUST00589,Email Campaign,19.84,226.69,611.88,0,2025-04-26,Midwest,Mobile,40,Construction,0,48.85
CUST00590,Referral,5.0,222.15,897.7,0,2025-02-10,Pacific,Mobile,29,Retail,1,49.07
CUST00591,Referral,16.41,405.19,978.01,1,2025-04-20,Pacific,Mobile,31,Healthcare,1,31.26
CUST00592,Organic Search,14.45,218.72,714.94,0,2025-01-08,International,Desktop,38,Construction,1,65.46
CUST00593,LinkedIn,72.47,280.56,760.77,0,2025-04-14,Pacific,Mobile,35,Retail,1,57.38
CUST00594,LinkedIn,82.5,291.59,760.75,1,2024-12-08,Pacific,Mobile,28,Healthcare,0,40.38
CUST00595,LinkedIn,90.29,363.62,685.7,1,2025-04-08,International,Mobile,61,Construction,1,42.3
CUST00596,Referral,25.39,328.92,777.68,0,2025-02-17,South,Mobile,38,Consulting,1,85.42
CUST00597,Organic Search,13.79,278.89,640.69,1,2025-03-15,South,Mobile,52,Consulting,0,34.72
CUST00598,Organic Search,5.0,238.81,544.75,0,2024-12-06,Pacific,Mobile,36,Manufacturing,0,73.47
CUST00599,LinkedIn,90.65,392.63,708.37,1,2025-03-04,Midwest,Mobile,62,Healthcare,0,17.45
CUST00600,Organic Search,10.6,277.38,718.88,0,2025-03-27,Northeast,Mobile,39,Manufacturing,1,34.89
CUST00601,Organic Search,10.15,312.39,586.23,1,2025-04-05,South,Desktop,23,Retail,0,30.37
CUST00602,Facebook Ads,69.96,335.16,436.2,1,2025-04-02,Pacific,Mobile,56,Consulting,1,3.2
CUST00603,Organic Search,14.31,303.91,657.99,0,2025-04-05,South,Mobile,25,Consulting,1,49.76
CUST00604,Organic Search,18.97,176.39,699.72,1,2025-02-21,Pacific,Mobile,37,Logistics,0,30.32
CUST00605,Organic Search,5.0,392.41,769.55,0,2025-04-18,Pacific,Mobile,55,Retail,1,100.0
CUST00606,Google Ads,73.22,308.4,650.49,0,2025-01-03,Northeast,Mobile,39,Construction,1,57.28
CUST00607,Referral,28.66,330.07,977.06,1,2025-03-18,Northeast,Desktop,37,Retail,0,17.69
CUST00608,Google Ads,61.59,346.69,679.65,0,2025-03-27,Pacific,Tablet,58,Retail,1,63.14
CUST00609,Referral,21.99,288.31,970.42,0,2024-11-19,International,Tablet,55,Manufacturing,1,76.82
CUST00610,Referral,19.9,294.82,924.83,1,2024-12-20,International,Mobile,64,Healthcare,0,5.62
CUST00611,LinkedIn,91.39,325.5,831.14,0,2024-12-25,South,Desktop,27,Logistics,1,58.21
CUST00612,Organic Search,5.0,220.51,723.54,0,2025-02-21,Pacific,Mobile,56,Construction,1,40.11
CUST00613,Organic Search,13.86,257.52,761.26,0,2025-03-05,Northeast,Tablet,22,Retail,0,71.92
CUST00614,Referral,18.5,263.67,795.74,0,2025-01-01,Midwest,Tablet,43,Logistics,0,42.42
CUST00615,Referral,10.39,220.16,1070.98,0,2025-04-11,West,Mobile,61,Construction,1,57.47
CUST00616,LinkedIn,76.58,320.09,808.72,1,2025-02-28,Northeast,Mobile,25,Consulting,1,67.34
CUST00617,Email Campaign,36.37,136.81,406.59,0,2025-01-09,Northeast,Tablet,33,Healthcare,0,69.21
CUST00618,LinkedIn,87.9,385.03,816.34,0,2025-04-15,West,Tablet,39,Consulting,1,42.07
CUST00619,Email Campaign,8.21,158.79,579.7,0,2025-03-18,West,Desktop,26,Retail,1,66.76
CUST00620,Email Campaign,11.0,213.46,495.51,0,2025-03-28,West,Mobile,47,Logistics,0,62.74
CUST00621,LinkedIn,94.35,389.2,955.3,1,2025-02-03,Midwest,Desktop,53,Construction,1,0.0
CUST00622,LinkedIn,98.9,354.11,818.79,1,2025-03-15,International,Mobile,51,Construction,1,40.08
CUST00623,LinkedIn,70.32,304.48,738.57,0,2024-11-26,South,Mobile,33,Retail,1,49.35
CUST00624,Facebook Ads,50.15,320.25,551.26,0,2025-04-10,Pacific,Desktop,23,Manufacturing,1,68.0
CUST00625,Referral,5.0,305.68,861.72,0,2025-01-13,Pacific,Mobile,47,Manufacturing,1,40.3
CUST00626,Organic Search,11.43,231.11,639.58,0,2025-02-03,Northeast,Mobile,61,Retail,1,39.25
CUST00627,Referral,5.0,292.62,868.14,0,2025-03-22,South,Tablet,45,Logistics,1,76.23
CUST00628,LinkedIn,83.2,402.68,813.99,0,2025-01-23,West,Mobile,39,Healthcare,0,74.94
CUST00629,LinkedIn,88.07,239.43,820.85,0,2024-12-08,South,Mobile,25,Consulting,0,57.61
CUST00630,Google Ads,76.18,375.47,725.97,0,2025-02-12,South,Desktop,40,Construction,1,34.95
CUST00631,Facebook Ads,79.53,243.56,672.88,1,2025-03-24,Northeast,Desktop,24,Manufacturing,0,9.04
CUST00632,LinkedIn,81.43,362.48,869.29,0,2025-01-15,Midwest,Mobile,64,Consulting,0,68.74
CUST00633,Organic Search,14.57,325.65,756.0,0,2025-02-22,South,Desktop,22,Construction,1,29.71
CUST00634,LinkedIn,96.69,272.87,961.48,0,2025-02-20,South,Desktop,37,Retail,1,55.17
CUST00635,Facebook Ads,48.59,282.85,622.96,0,2024-11-15,West,Mobile,41,Construction,1,46.17
CUST00636,Email Campaign,14.13,227.42,594.96,0,2025-02-12,South,Mobile,34,Consulting,1,59.11
CUST00637,Referral,31.43,341.92,624.9,0,2024-12-01,Pacific,Desktop,63,Retail,0,66.36
CUST00638,Facebook Ads,67.53,190.63,618.15,0,2025-04-05,International,Desktop,24,Logistics,1,78.22
CUST00639,Email Campaign,22.83,222.13,327.55,1,2024-11-03,West,Mobile,27,Healthcare,0,18.91
CUST00640,Google Ads,73.62,354.22,647.71,0,2024-11-23,Pacific,Mobile,40,Consulting,1,51.33
CUST00641,Email Campaign,20.38,221.41,472.0,0,2025-03-11,Midwest,Mobile,44,Retail,0,40.81
CUST00642,Facebook Ads,61.55,158.28,668.12,1,2024-12-20,South,Desktop,63,Manufacturing,1,37.53
CUST00643,Google Ads,75.89,295.8,783.32,0,2024-12-02,International,Mobile,55,Consulting,1,62.55
CUST00644,Referral,13.92,298.16,931.11,0,2025-02-27,Northeast,Desktop,25,Manufacturing,1,31.66
CUST00645,Google Ads,80.33,350.59,768.46,0,2024-11-30,West,Mobile,33,Manufacturing,0,73.34
CUST00646,Referral,7.26,298.98,1011.62,0,2024-12-19,Pacific,Mobile,30,Manufacturing,1,82.62
CUST00647,Organic Search,5.0,239.14,781.68,0,2024-12-18,South,Desktop,57,Manufacturing,1,68.92
CUST00648,LinkedIn,99.23,281.27,631.08,0,2025-03-18,Northeast,Desktop,51,Consulting,0,52.93
CUST00649,Google Ads,70.05,340.99,868.32,0,2024-11-12,Northeast,Mobile,43,Construction,1,47.12
CUST00650,Google Ads,86.43,318.03,663.65,1,2025-04-30,Pacific,Tablet,27,Logistics,0,29.53
CUST00651,Referral,19.0,200.22,823.96,0,2025-02-19,Northeast,Mobile,53,Retail,0,58.1
CUST00652,Facebook Ads,56.78,224.61,558.34,1,2025-03-02,International,Tablet,46,Construction,0,46.8
CUST00653,Referral,19.21,251.04,851.92,0,2025-02-08,South,Tablet,55,Manufacturing,1,70.44
CUST00654,Referral,16.14,325.33,771.69,0,2025-02-12,West,Mobile,51,Construction,1,79.76
CUST00655,Organic Search,12.17,243.67,728.05,0,2025-02-27,Pacific,Mobile,25,Healthcare,0,75.24
CUST00656,Google Ads,58.58,350.38,685.17,0,2025-01-22,Midwest,Tablet,33,Manufacturing,0,47.64
CUST00657,Email Campaign,14.78,165.56,520.48,0,2024-12-19,Midwest,Desktop,34,Retail,1,71.49
CUST00658,Google Ads,70.83,223.99,776.32,1,2024-11-10,Northeast,Tablet,49,Manufacturing,0,23.76
CUST00659,Organic Search,14.24,299.2,658.54,0,2025-01-18,International,Mobile,30,Consulting,1,74.16
CUST00660,Referral,23.29,322.02,925.03,0,2025-03-22,Midwest,Mobile,36,Healthcare,1,72.14
CUST00661,Facebook Ads,61.89,264.86,481.08,0,2025-04-15,South,Mobile,42,Construction,1,75.81
CUST00662,Google Ads,76.65,250.59,587.89,0,2024-12-05,Northeast,Desktop,60,Manufacturing,1,55.11
CUST00663,Email Campaign,12.1,181.92,459.26,0,2025-03-22,Northeast,Mobile,63,Logistics,1,82.07
CUST00664,Google Ads,83.11,288.78,835.96,0,2024-11-06,Pacific,Mobile,56,Consulting,1,61.2
CUST00665,Organic Search,11.67,280.87,755.87,0,2025-03-24,International,Desktop,54,Retail,1,57.39
CUST00666,Organic Search,16.7,270.08,623.6,0,2025-02-17,Northeast,Mobile,31,Retail,1,44.03
CUST00667,Email Campaign,27.12,175.34,605.49,0,2024-12-23,Midwest,Desktop,56,Logistics,1,57.2
CUST00668,Facebook Ads,47.14,293.69,570.24,0,2025-05-02,Pacific,Tablet,36,Retail,1,98.57
CUST00669,Organic Search,5.0,188.82,620.86,1,2024-11-21,Pacific,Mobile,45,Consulting,0,35.09
CUST00670,Organic Search,26.84,310.0,869.74,0,2024-11-25,South,Mobile,28,Retail,1,49.79
CUST00671,Organic Search,10.39,332.03,617.68,0,2024-11-08,Pacific,Mobile,45,Healthcare,1,76.33
CUST00672,LinkedIn,85.56,212.22,755.03,1,2025-03-21,Northeast,Mobile,51,Consulting,0,55.98
CUST00673,Organic Search,5.0,258.27,480.13,1,2025-04-13,Midwest,Desktop,52,Manufacturing,0,49.79
CUST00674,Email Campaign,9.56,246.57,507.13,1,2024-12-17,West,Mobile,40,Healthcare,0,0.0
CUST00675,Organic Search,7.03,247.68,798.64,0,2025-03-31,International,Mobile,28,Consulting,1,49.32
CUST00676,LinkedIn,78.04,286.44,601.98,0,2025-04-08,International,Mobile,31,Retail,1,52.47
CUST00677,LinkedIn,93.38,271.82,693.39,1,2025-04-29,West,Mobile,35,Consulting,0,30.92
CUST00678,Referral,15.21,297.97,1134.91,0,2025-03-29,Midwest,Desktop,40,Healthcare,0,49.26
CUST00679,Organic Search,8.4,306.83,529.19,0,2025-05-04,Midwest,Desktop,27,Logistics,0,99.57
CUST00680,Email Campaign,14.34,274.79,597.28,0,2025-03-18,West,Tablet,42,Consulting,1,61.77
CUST00681,Email Campaign,5.14,151.51,511.05,0,2025-03-21,Midwest,Mobile,24,Healthcare,0,50.61
CUST00682,Facebook Ads,54.42,240.9,591.8,1,2025-03-16,South,Desktop,27,Manufacturing,0,46.36
CUST00683,LinkedIn,88.47,327.33,767.95,0,2025-04-26,Northeast,Mobile,57,Retail,0,60.37
CUST00684,Google Ads,74.19,283.65,742.36,0,2025-02-05,South,Mobile,26,Consulting,1,57.79
CUST00685,Email Campaign,27.87,169.5,460.37,0,2024-12-21,Northeast,Desktop,30,Retail,0,43.04
CUST00686,Email Campaign,29.53,196.09,315.81,1,2025-03-21,International,Desktop,22,Retail,0,43.38
CUST00687,Referral,11.83,318.79,870.29,0,2024-11-17,Midwest,Desktop,43,Healthcare,1,54.95
CUST00688,LinkedIn,80.72,343.57,905.7,0,2025-03-10,Northeast,Mobile,55,Retail,1,62.98
CUST00689,Organic Search,9.08,215.61,799.76,0,2025-02-14,Northeast,Desktop,56,Manufacturing,1,55.7
CUST00690,Facebook Ads,79.59,257.19,551.58,1,2025-04-23,International,Desktop,23,Retail,0,43.85
CUST00691,Referral,8.79,326.47,886.79,0,2025-01-15,Midwest,Mobile,52,Healthcare,1,52.14
CUST00692,Referral,9.93,250.68,767.91,0,2025-02-23,West,Mobile,38,Healthcare,1,28.14
CUST00693,LinkedIn,91.59,368.66,722.09,0,2024-11-29,South,Mobile,27,Manufacturing,1,63.05
CUST00694,Referral,36.07,235.12,866.73,0,2025-02-09,Northeast,Desktop,24,Construction,1,79.01
CUST00695,Referral,14.33,223.99,981.44,0,2025-03-19,South,Tablet,60,Healthcare,0,92.79
CUST00696,LinkedIn,89.09,280.04,685.79,1,2025-02-28,West,Mobile,45,Retail,1,30.43
CUST00697,Organic Search,5.0,296.6,680.31,0,2024-12-24,Midwest,Mobile,46,Consulting,0,53.03
CUST00698,Email Campaign,16.02,205.28,639.46,0,2024-11-29,Pacific,Desktop,56,Healthcare,1,44.32
CUST00699,Facebook Ads,53.82,223.85,583.5,0,2025-03-03,Midwest,Mobile,24,Manufacturing,1,76.24
CUST00700,Email Campaign,31.99,179.91,568.14,0,2025-02-13,Midwest,Mobile,31,Construction,1,42.69
CUST00701,Organic Search,14.22,337.84,679.95,0,2024-12-17,South,Mobile,32,Manufacturing,0,33.49
CUST00702,Organic Search,11.84,196.01,654.88,0,2024-11-20,International,Desktop,28,Manufacturing,1,86.21
CUST00703,Facebook Ads,55.5,257.67,794.22,0,2025-02-17,International,Desktop,32,Retail,1,30.95
CUST00704,Facebook Ads,69.26,175.11,660.47,1,2025-02-17,International,Mobile,36,Retail,0,25.5
CUST00705,Email Campaign,17.77,259.77,440.34,0,2025-05-03,International,Tablet,60,Consulting,0,91.47
CUST00706,Google Ads,51.04,299.62,702.97,1,2025-04-24,Northeast,Tablet,44,Construction,0,5.63
CUST00707,Google Ads,70.79,352.7,653.05,0,2025-01-22,Northeast,Mobile,60,Construction,0,58.79
CUST00708,Facebook Ads,53.33,259.9,539.25,0,2025-05-03,Northeast,Desktop,59,Logistics,1,53.93
CUST00709,Facebook Ads,64.63,97.7,671.57,1,2025-01-21,Pacific,Mobile,60,Logistics,1,31.79
CUST00710,Email Campaign,5.99,151.79,608.01,1,2025-03-17,International,Desktop,52,Consulting,0,44.14
CUST00711,Referral,27.52,297.94,1196.31,0,2025-04-30,International,Mobile,22,Logistics,0,76.13
CUST00712,Email Campaign,9.58,196.42,608.17,0,2024-11-28,Pacific,Mobile,31,Logistics,1,53.15
CUST00713,Email Campaign,5.0,75.1,520.05,0,2024-11-03,International,Mobile,42,Healthcare,1,69.13
CUST00714,Google Ads,69.32,311.51,530.89,1,2025-01-06,Pacific,Desktop,47,Construction,1,24.97
CUST00715,Referral,10.99,223.36,935.04,0,2025-01-29,Midwest,Mobile,58,Logistics,1,47.34
CUST00716,Email Campaign,14.95,218.54,539.02,0,2024-11-21,Midwest,Mobile,59,Consulting,0,69.13
CUST00717,Email Campaign,11.59,225.01,364.31,0,2025-02-06,South,Desktop,42,Healthcare,0,63.35
CUST00718,Referral,5.0,241.93,812.17,0,2025-01-13,Northeast,Mobile,50,Manufacturing,0,61.5
CUST00719,Referral,17.59,294.34,957.43,0,2024-11-08,Pacific,Mobile,50,Construction,1,58.1
CUST00720,Facebook Ads,60.96,220.33,546.15,0,2025-02-06,South,Desktop,48,Logistics,1,74.89
CUST00721,Organic Search,21.89,352.47,784.31,0,2025-01-13,International,Desktop,57,Logistics,1,77.44
CUST00722,Referral,9.04,334.73,962.77,0,2025-02-06,West,Mobile,63,Manufacturing,1,80.38
CUST00723,Google Ads,88.67,362.16,820.72,1,2024-12-02,International,Mobile,33,Retail,1,44.69
CUST00724,Google Ads,76.47,299.8,702.41,1,2025-02-10,West,Desktop,62,Construction,0,28.96
CUST00725,LinkedIn,71.55,347.67,796.61,1,2025-03-29,Pacific,Tablet,22,Logistics,0,6.08
CUST00726,Email Campaign,8.27,167.97,418.03,1,2025-04-23,Northeast,Mobile,36,Construction,1,42.65
CUST00727,Email Campaign,29.67,226.96,449.23,0,2025-01-31,West,Mobile,31,Logistics,1,32.11
CUST00728,Organic Search,5.0,245.42,678.36,1,2024-12-31,South,Desktop,23,Consulting,1,34.05
CUST00729,Organic Search,16.58,256.52,581.3,0,2024-12-10,Northeast,Mobile,51,Healthcare,1,75.87
CUST00730,Google Ads,83.59,282.29,635.64,0,2025-02-11,Midwest,Mobile,57,Construction,1,68.12
CUST00731,Referral,13.71,255.29,867.97,0,2024-12-18,Northeast,Mobile,57,Consulting,1,46.55
CUST00732,Facebook Ads,46.12,288.19,594.69,1,2024-12-28,Pacific,Desktop,52,Manufacturing,0,21.74
CUST00733,Organic Search,5.0,216.04,894.46,0,2025-03-27,Pacific,Mobile,41,Construction,1,54.82
CUST00734,Facebook Ads,65.05,230.46,578.62,0,2024-11-14,International,Desktop,35,Consulting,1,79.69
CUST00735,Organic Search,20.69,221.33,713.22,0,2025-02-15,South,Mobile,54,Manufacturing,1,58.28
CUST00736,Facebook Ads,56.28,280.61,466.49,1,2024-11-29,Northeast,Mobile,36,Consulting,0,13.65
CUST00737,Email Campaign,5.0,218.01,446.24,0,2025-02-28,West,Tablet,63,Healthcare,1,69.83
CUST00738,Google Ads,77.92,271.47,835.25,1,2024-11-14,International,Mobile,58,Manufacturing,0,11.56
CUST00739,Referral,26.21,344.43,907.36,0,2025-01-24,Midwest,Mobile,33,Manufacturing,0,57.94
CUST00740,Referral,13.44,239.42,879.95,0,2024-11-28,Midwest,Desktop,25,Construction,1,47.81
CUST00741,Referral,14.34,321.58,920.95,1,2024-11-17,Northeast,Desktop,39,Healthcare,0,15.23
CUST00742,Facebook Ads,52.67,248.59,616.71,0,2025-02-27,International,Mobile,55,Healthcare,1,60.58
CUST00743,Facebook Ads,58.03,219.46,614.29,0,2025-01-20,West,Desktop,45,Construction,1,60.15
CUST00744,Facebook Ads,64.22,315.51,578.4,1,2025-02-08,International,Mobile,60,Healthcare,1,44.06
CUST00745,Google Ads,73.81,248.05,757.11,0,2025-01-17,Northeast,Mobile,51,Healthcare,1,56.5
CUST00746,Referral,11.24,337.42,774.65,1,2025-02-23,South,Desktop,41,Logistics,1,30.34
CUST00747,Facebook Ads,47.74,314.32,615.39,0,2025-04-16,Northeast,Mobile,40,Manufacturing,1,67.79
CUST00748,Email Campaign,14.83,194.71,454.64,0,2025-01-10,Pacific,Mobile,37,Logistics,0,85.89
CUST00749,Google Ads,56.44,320.73,813.99,1,2025-03-18,Northeast,Mobile,47,Logistics,0,10.26
CUST00750,Email Campaign,8.47,203.01,471.23,1,2025-02-01,Pacific,Desktop,34,Manufacturing,1,31.95
CUST00751,Google Ads,49.83,158.38,831.4,1,2025-03-02,South,Mobile,59,Logistics,0,31.93
CUST00752,Organic Search,25.81,293.92,628.11,0,2025-01-03,Pacific,Tablet,27,Retail,0,63.06
CUST00753,Email Campaign,5.0,49.69,518.25,1,2025-01-08,Pacific,Mobile,28,Manufacturing,0,38.69
CUST00754,Facebook Ads,59.27,288.08,543.35,0,2025-01-11,Midwest,Mobile,23,Healthcare,0,46.31
CUST00755,Referral,17.05,233.17,1032.86,0,2025-03-20,Midwest,Mobile,39,Manufacturing,0,38.53
CUST00756,LinkedIn,84.8,267.24,882.28,1,2025-03-23,West,Mobile,48,Logistics,0,15.56
CUST00757,LinkedIn,71.24,310.43,755.1,0,2025-03-07,South,Tablet,45,Construction,1,60.13
CUST00758,Organic Search,18.98,316.51,632.57,0,2024-12-05,West,Mobile,52,Retail,1,48.84
CUST00759,Referral,19.17,292.15,995.13,0,2025-01-10,Northeast,Mobile,24,Logistics,1,67.9
CUST00760,Referral,23.11,235.72,925.11,0,2024-11-05,South,Desktop,22,Manufacturing,1,72.15
CUST00761,LinkedIn,78.77,349.41,790.77,1,2025-04-10,West,Mobile,61,Construction,0,53.34
CUST00762,Email Campaign,21.04,172.62,521.97,1,2025-02-28,Midwest,Mobile,26,Consulting,0,7.82
CUST00763,Organic Search,11.26,201.12,887.31,0,2025-01-29,Midwest,Mobile,49,Retail,1,74.67
CUST00764,Referral,5.0,280.92,912.22,0,2024-12-01,South,Mobile,42,Construction,1,51.69
CUST00765,Organic Search,5.0,259.9,703.49,1,2025-02-18,West,Tablet,27,Retail,0,59.95
CUST00766,LinkedIn,81.51,386.07,764.15,0,2025-04-24,West,Mobile,56,Manufacturing,1,66.74
CUST00767,LinkedIn,81.93,287.44,876.83,1,2025-04-02,Northeast,Tablet,41,Retail,0,20.63
CUST00768,Email Campaign,31.04,185.75,513.86,0,2025-04-23,Pacific,Mobile,33,Consulting,1,43.71
CUST00769,Google Ads,71.15,309.04,739.96,0,2025-03-14,International,Mobile,44,Construction,1,47.93
CUST00770,Facebook Ads,45.03,314.05,533.46,1,2025-02-16,West,Desktop,43,Construction,0,40.83
CUST00771,Google Ads,77.1,330.89,619.24,0,2025-02-17,West,Desktop,37,Retail,1,32.56
CUST00772,Organic Search,8.77,209.47,725.46,0,2024-12-25,South,Mobile,42,Construction,0,76.58
CUST00773,Facebook Ads,66.46,250.97,367.97,1,2025-03-26,International,Mobile,60,Manufacturing,0,41.74
CUST00774,Google Ads,64.32,353.76,758.03,0,2024-12-23,West,Tablet,53,Manufacturing,1,50.12
CUST00775,Email Campaign,5.0,220.93,493.31,0,2025-02-20,West,Mobile,25,Construction,0,81.82
CUST00776,Referral,16.61,291.75,841.3,0,2025-03-11,Pacific,Mobile,37,Healthcare,1,67.44
CUST00777,Organic Search,6.28,293.52,676.27,0,2025-02-07,Pacific,Mobile,64,Logistics,1,52.62
CUST00778,Google Ads,61.4,259.45,908.26,0,2025-04-12,Midwest,Desktop,49,Healthcare,1,56.14
CUST00779,Facebook Ads,59.35,169.83,700.13,1,2025-04-01,International,Desktop,55,Consulting,0,15.58
CUST00780,Organic Search,23.25,252.22,603.22,1,2024-12-21,International,Desktop,52,Healthcare,0,38.41
CUST00781,Referral,19.71,213.57,968.02,0,2025-05-01,Northeast,Mobile,39,Healthcare,0,57.02
CUST00782,Facebook Ads,29.52,228.81,457.33,0,2025-03-11,Pacific,Desktop,64,Consulting,0,62.02
CUST00783,Email Campaign,20.88,230.99,308.87,0,2025-02-04,International,Mobile,52,Manufacturing,1,61.39
CUST00784,LinkedIn,82.85,308.78,739.57,0,2024-11-11,West,Mobile,25,Construction,1,45.18
CUST00785,Email Campaign,5.0,317.65,532.14,0,2025-01-06,International,Mobile,35,Healthcare,1,52.82
CUST00786,Google Ads,75.31,307.44,868.16,0,2025-01-21,West,Mobile,35,Manufacturing,1,95.15
CUST00787,Google Ads,59.68,331.26,741.74,1,2025-01-22,Northeast,Desktop,53,Construction,0,61.5
CUST00788,Facebook Ads,46.35,214.47,342.65,1,2024-11-18,South,Mobile,58,Manufacturing,0,25.39
CUST00789,Facebook Ads,56.21,156.54,516.75,0,2025-03-18,Pacific,Mobile,27,Manufacturing,1,38.9
CUST00790,Google Ads,57.55,311.64,689.2,0,2024-11-28,West,Desktop,38,Manufacturing,1,44.78
CUST00791,LinkedIn,77.5,275.89,728.42,0,2024-11-24,Northeast,Mobile,45,Construction,1,56.34
CUST00792,Google Ads,82.06,330.46,767.15,0,2025-01-10,Northeast,Desktop,22,Construction,0,65.86
CUST00793,Google Ads,70.54,348.58,836.64,1,2025-02-07,International,Desktop,39,Construction,0,18.46
CUST00794,Facebook Ads,66.58,302.29,633.45,0,2024-12-20,Pacific,Mobile,57,Retail,0,70.13
CUST00795,LinkedIn,75.68,338.89,662.34,0,2025-01-20,Pacific,Mobile,55,Manufacturing,1,38.24
CUST00796,Facebook Ads,72.64,230.88,550.78,0,2025-04-21,West,Desktop,59,Retail,0,58.03
CUST00797,Organic Search,5.0,326.26,782.71,0,2025-04-15,International,Mobile,52,Logistics,1,62.37
